user_id,hit
845,0
714,0
709,0
600,0
686,1
314,0
589,0
1016,0
375,0
417,0
936,1
432,0
840,0
340,0
606,0
266,0
298,0
67,0
102,0
713,0
552,0
148,1
29,0
642,0
780,0
360,0
541,0
677,0
990,0
1091,1
80,0
947,0
585,0
139,0
502,0
590,0
32,0
90,0
831,1
827,1
520,1
2,0
87,0
508,0
665,0
506,1
803,1
218,0
1008,0
242,0
36,0
892,0
742,0
455,0
902,0
4,0
295,0
785,0
687,0
564,0
61,0
488,1
1070,0
1025,0
975,0
864,0
847,0
284,0
782,0
672,1
238,0
694,0
256,0
1078,0
569,1
27,0
160,0
1095,0
54,0
778,0
41,0
758,0
757,0
740,0
1067,0
636,1
1062,0
887,0
612,0
412,0
245,0
735,0
745,0
429,0
765,0
229,0
1063,0
59,0
339,1
554,1
62,0
1096,0
221,0
143,0
776,0
587,0
278,0
121,0
543,0
433,0
500,0
601,0
1107,0
565,0
1007,0
260,1
1074,0
280,0
972,0
854,0
738,0
294,0
865,1
291,0
982,0
239,0
1071,0
643,0
1069,0
623,0
631,0
655,0
651,0
1056,0
259,0
874,1
1028,0
274,1
248,0
779,0
1086,0
594,1
306,0
136,0
511,1
210,0
759,0
464,0
733,0
935,0
921,0
1019,0
164,0
741,0
348,0
46,1
800,0
168,1
442,0
354,0
537,0
1055,0
637,0
1080,0
546,0
323,0
752,0
1097,0
184,0
1039,0
1077,0
352,0
820,0
725,0
538,0
521,0
1005,0
108,0
449,0
708,0
213,0
389,0
96,0
505,0
263,0
583,0
917,0
79,0
444,0
65,0
634,0
349,0
342,1
1051,0
969,0
556,0
952,0
198,0
459,1
327,0
119,0
756,0
28,0
625,0
419,0
3,0
71,0
1000,0
74,0
163,0
662,0
367,0
401,0
838,0
747,0
846,0
603,0
835,0
1027,0
450,0
181,0
484,0
1115,0
976,0
326,0
839,0
470,0
560,0
654,0
691,1
1031,0
483,0
426,0
1106,1
857,0
105,0
399,0
1084,0
997,0
760,0
14,0
1083,0
1092,0
1113,1
619,0
254,0
231,0
424,0
843,0
663,0
666,0
193,0
309,0
1076,0
285,0
267,0
1073,0
39,0
241,0
581,0
746,0
915,0
85,0
890,0
478,0
825,0
341,0
422,0
731,0
63,1
1079,0
51,0
690,0
78,0
343,0
20,0
723,0
869,0
21,0
